movieId,imdbId,posterURL,title,releaseYear,directorId,runtime,overview,criticScore,boxOffice
2102,0019422,"https://m.media-amazon.com/images/M/MV5BODhlNGQyZTAtNGE0ZS00OWVhLTkzODQtOTBiMmQ2ODZjNzI2XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Steamboat Willie,1928,911,8,Mickey Mouse is a mischievous deckhand on a riverboat that is under the command of the tyrannical Captain Pete.,7.5,
2103,0111359,"https://m.media-amazon.com/images/M/MV5BZTJjYWZlOTMtNTZiZC00MmVmLTg3NzMtODFkMDZhNWExMzA0XkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Tall Tale,1995,442,96,"A young boy's imagination summons cowboy legend Pecos Bill, who helps him save the family farm from a greedy land-grabber. With the help of a lumberjack and a railroad worker, they all embark on a surprise-filled adventure.",5.9,11047627
2104,0084783,"https://m.media-amazon.com/images/M/MV5BMDliNjZjYzgtNWExYi00Yzg3LTlmNjQtNGMxNmU0NjQyMTAxXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Tex,1982,913,103,"After their mother dies and their father leaves them, teenage brothers Tex and Mason McCormick struggle to make it on their own.",6.4,7400000
2105,0084827,"https://m.media-amazon.com/images/M/MV5BMTA4Y2VjOWEtMWQ5MS00YWU5LTkxZTMtNzVmMDYyNWFiODU5XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Tron,1982,914,96,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.,6.7,33002371
2106,0108265,"https://m.media-amazon.com/images/M/MV5BN2VmNDgxM2MtMGU4MC00MWI1LWE4ODEtMTY4ODk1YTA2ODFjXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Swing Kids,1993,719,112,A group of teens adores forbidden music in Nazi Germany just before the outbreak of World War II.,6.8,5632086
2107,0120694,"https://m.media-amazon.com/images/M/MV5BOTgyZjI3MWEtOWNiMS00ZDE3LWJmNjMtZjZhZWY4MmU5MzBmXkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg",Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),1998,69,86,"Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time, as the life of her own son hangs in the balance.",5.8,55041738
2108,0102250,"https://m.media-amazon.com/images/M/MV5BYmE2MWM5YTEtZmE5ZS00MzdjLWE2NjQtMmJjNGRiNjlhZjc2XkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",L.A. Story,1991,334,95,"With the help of a talking freeway billboard, a wacky weatherman tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early 1990s Los Angeles.",6.7,28862081
2109,0079367,"https://m.media-amazon.com/images/M/MV5BNTNiNjEwZjktNTZjMi00NWMyLThkZWYtODVkMDVhNGVkZDcxXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg","Jerk, The",1979,340,94,"A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy.",7.1,73691419
2110,0083798,"https://m.media-amazon.com/images/M/MV5BMjhhMmM3OGQtMzg5OC00ZTcwLWFlOTItNDNhYWVkNzg2MGE3XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Dead Men Don't Wear Plaid,1982,340,88,Film noir parody with a detective uncovering a sinister plot. Characters from classic noir films appear as scenes from various movies interjected into the story.,6.8,18196170
2111,0085894,"https://m.media-amazon.com/images/M/MV5BNjBjN2Q3ZDItM2VlMC00MzcwLTgwMTAtYjFmZjIxYzA3MTcyXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Man with Two Brains, The",1983,340,93,"A brain surgeon marries a femme fatale whose life he saved, causing his life to turn upside down. Things go even more awry when he falls in love with a telepathic brain.",6.4,10353438
2112,0101969,"https://m.media-amazon.com/images/M/MV5BODE1MmVkZDUtNzA3ZC00M2E2LWJiZmYtNDk0Y2ZjYzliNDM3XkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Grand Canyon,1991,197,134,The fates of several people are randomly intertwining. Their sympathy of each other faces multiple differences in their lifestyles.,6.8,40991329
2114,0086066,"https://m.media-amazon.com/images/M/MV5BODlmMzZjZDEtOTUwOS00OTAwLTg2YzAtYTA4ZTk3ZWNjMTgxXkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg","Outsiders, The",1983,488,91,"In a small Oklahoma town in 1964, the rivalry between two gangs, the poor Greasers and the rich Socs, heats up when one gang member accidentally kills a member of the other.",7,25839182
2115,0087469,"https://m.media-amazon.com/images/M/MV5BOGUwZjZiNWQtYzAzZi00NGI5LWE4YmUtN2Y4YWMwY2RlZDkyXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Indiana Jones and the Temple of Doom,1984,359,118,"In 1935, Indiana Jones is tasked by Indian villagers with reclaiming a rock stolen from them by a secret cult beneath the catacombs of an ancient palace.",7.5,333107271
2116,0077869,"https://m.media-amazon.com/images/M/MV5BZmI4ZmIxOGQtMGY2ZS00Y2Y5LTllMDItYzllOWFmMTNlMmY2XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Lord of the Rings, The",1978,915,132,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,6.2,30477175
2117,0087803,"https://m.media-amazon.com/images/M/MV5BYTlhOTc3M2QtNmRhNy00ZjhhLTg3MzgtMGRhZjhkZTEwMjUzXkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",1984 (Nineteen Eighty-Four),1984,54,113,"In a totalitarian future society, Winston Smith, whose work is re-writing history, tries to rebel. He meets a kindred spirit named Julia and they fall into a love affair.",7,8431544
2118,0085407,"https://m.media-amazon.com/images/M/MV5BNjlmYzYyODgtYjBiYS00ZDM3LWE0MDYtN2U3MzBjMTRmYzMzXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Dead Zone, The",1983,364,103,A man awakens from a coma to discover he has a psychic ability to foresee future events.,7.2,20766616
2119,0091499,"https://m.media-amazon.com/images/M/MV5BN2UzZDlhN2MtNjVhMi00MWZhLThjNTEtZTg0NDc1NjVkZDQ1XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Maximum Overdrive,1986,916,98,A group of people try to survive when machines start to come alive and become homicidal.,5.4,7433663
2120,0107665,"https://m.media-amazon.com/images/M/MV5BNTVkYjA1OTQtMDE1OC00ZTU4LTlkNjgtMTgyMGRjOGNjYmYyXkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Needful Things,1993,497,121,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.",6.3,15185672
2121,0085382,"https://m.media-amazon.com/images/M/MV5BMjM2NDc1NDYtMzA1ZS00NGIwLTljMDAtN2JiNGU2ZDM0MDM3XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Cujo,1983,917,93,"Cujo, a friendly St. Bernard, contracts rabies and conducts a reign of terror on a small American town.",6.1,21156152
2122,0087050,"https://m.media-amazon.com/images/M/MV5BNjFmZjhkNDYtZThjZi00YWY4LWFkYjMtNDM3YjkyODMxZDNmXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Children of the Corn,1984,918,92,A young couple is trapped in a remote town where a dangerous religious cult of children believes that everyone over age 18 must be killed.,5.6,14568989
2123,0096787,"https://m.media-amazon.com/images/M/MV5BZTBlYTA0ZDUtNjJhMS00Y2UxLTk5MzAtMjBlYTAyN2FkMmNlXkEyXkFqcGc@._V1_QL75_UX190_CR0,6,190,281_.jpg",All Dogs Go to Heaven,1989,796,84,"A canine angel, Charlie, sneaks back to earth from heaven but ends up befriending an orphan girl who can speak to animals. In the process, Charlie learns that friendship is the most heavenly gift of all.",6.7,27100027
2124,0101272,"https://m.media-amazon.com/images/M/MV5BZWY0MzVlNGEtYzM1MC00OTI4LWE3ZTQtNWJjYzk2Y2MyNjVkXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Addams Family, The",1991,22,99,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,6.9,191502426
2125,0120631,"https://m.media-amazon.com/images/M/MV5BMTYyMDJjZTgtZGRjNS00MmY5LTg4YWUtYjc0NTdlY2U2NWYxXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Ever After: A Cinderella Story,1998,36,121,"The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the ""true"" story of her ancestor.",7.1,98005666
2126,0120832,"https://m.media-amazon.com/images/M/MV5BMWFhNWFhOTktZmY2ZS00OTAyLTg5MWMtYTY1OTkxYWMxMDRiXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Snake Eyes,1998,332,98,Corrupt Atlantic City police officer Rick Santoro and Navy Commander Kevin Dunn join forces to investigate both the assassination of Secretary of Defense Charles Kirkland and the disappearance of a beautiful stranger.,6.1,103891409
2130,0080388,"https://m.media-amazon.com/images/M/MV5BMzY3Mzc5YmEtMGYwNS00YjJkLWE2NjQtOWNiM2RlNWFhMTY1XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Atlantic City,1980,275,104,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",7.3,12729675
2131,0077711,"https://m.media-amazon.com/images/M/MV5BNTg1MzJiNTYtZjcyNS00NDE5LWE0N2ItMGIxM2Y2ZDMyYjJjXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Autumn Sonata (Höstsonaten),1978,653,99,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",8.1,39031
2132,0061184,"https://m.media-amazon.com/images/M/MV5BOGY5YWJlMjUtNWI4Zi00NTExLWIwMDUtNGJkOTM0MzliNjE4XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Who's Afraid of Virginia Woolf?,1966,116,131,"A middle-aged New England associate professor and his wife, with the help of alcohol, use their young guests to fuel anguish and emotional pain towards each other over the course of a distressing night.",8,28006929
2133,0092513,"https://m.media-amazon.com/images/M/MV5BOWRlODFjMTMtNDBiNS00Y2E0LWEzMDMtYjI3NjAzMDg1N2RlXkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg",Adventures in Babysitting,1987,155,102,A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,6.9,34368475
2134,0090305,"https://m.media-amazon.com/images/M/MV5BYjI2N2Q4ZjEtZjMyNC00MDM5LTkxZTQtNzA4MTE1ZGQyYTgwXkEyXkFqcGc@._V1_QL75_UX190_CR0,8,190,281_.jpg",Weird Science,1985,866,94,"Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.",6.6,38934048
2135,0061584,"https://m.media-amazon.com/images/M/MV5BMjMxOTM3NzU4M15BMl5BanBnXkFtZTgwNDU0MDUxMDE@._V1_QL75_UY281_CR3,0,190,281_.jpg",Doctor Dolittle,1967,577,152,"After the animal communicating veterinarian goes too far for his clientele, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail.",6.2,
2136,0057372,"https://m.media-amazon.com/images/M/MV5BZDRmZTRlMGYtMjM0Mi00MWJkLTgxZTgtMTc4NGViYTQ1ZjU1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Nutty Professor, The",1963,919,107,A timid chemistry teacher discovers a magical potion that can transform him into a suave and handsome womanizer.,6.6,54
2137,0070016,"https://m.media-amazon.com/images/M/MV5BZjhlYjU1NmEtZWZmNy00ZWZiLWJjZjktZmM3MjczOWE5MjIyXkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Charlotte's Web,1973,920,94,"Wilbur is a farm pig who's terrified that he'll end up on the dinner table. His friend Charlotte, a charming spider, comes to his rescue. She weaves words into her web, convincing the farmer that Wilbur is too special a pig to kill.",6.9,
2138,0078480,"https://m.media-amazon.com/images/M/MV5BMTM5MTYzMTItYjJhZi00ZDQxLWI3NzYtMjQ2ZWVlYjVlMjMzXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Watership Down,1978,921,92,"Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren.",7.6,21641
2139,0084649,"https://m.media-amazon.com/images/M/MV5BODAxNzMwYTktZjAyMi00NmNhLWJjMzAtMjkzZjRkYjY2Nzk2XkEyXkFqcGc@._V1_QL75_UX190_CR0,7,190,281_.jpg","Secret of NIMH, The",1982,796,82,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she suspected.",7.5,14665733
2140,0083791,"https://m.media-amazon.com/images/M/MV5BYTcxY2NiMDAtMjRmYi00ZTUwLTk2NDYtYjI1MDQ4ZDBiMTA5XkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg","Dark Crystal, The",1982,868,93,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and to restore order to his world.",7.1,44625778
2141,0090633,"https://m.media-amazon.com/images/M/MV5BZjQ2MzBlMzktNDExYy00YWIyLWI2OWEtNzI4N2IwYjRiZmFhXkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg","American Tail, An",1986,796,80,"While emigrating to the United States, a young Russian mouse gets separated from his family and must locate them while trying to survive in a new country.",6.9,84542002
2142,0101329,"https://m.media-amazon.com/images/M/MV5BNGYyNzJhOWEtODc5OC00ZjY5LWE4MTktN2IwMDU0YTEyYTViXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","American Tail: Fievel Goes West, An",1991,922,75,"Fievel's family decides to move out to the West, unaware that they are falling into a trap perpetrated by a smooth-talking cat.",6.5,40766041
2143,0089469,"https://m.media-amazon.com/images/M/MV5BYTc0MGI5MmItZGIwOS00NGZmLWJjZWUtMjAxYzFkOTJkNWVmXkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg",Legend,1985,77,94,A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves.,6.3,16837628
2144,0088128,"https://m.media-amazon.com/images/M/MV5BMTgzNTkxMTkxMl5BMl5BanBnXkFtZTgwMjE3NjkzMTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Sixteen Candles,1984,866,93,"A girl's ""sweet"" sixteenth birthday is anything but special: her family forgets about it, and she suffers from every embarrassment possible.",7,23686027
2145,0091790,"https://m.media-amazon.com/images/M/MV5BZWMxMTk4YTAtMzEzNS00OTA0LTk2NWMtZjhjYmQwNDUyMzkzXkEyXkFqcGc@._V1_QL75_UX190_CR0,7,190,281_.jpg",Pretty in Pink,1986,1,97,A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.,6.7,40480653
2146,0090060,"https://m.media-amazon.com/images/M/MV5BNDU2ODMyNDctOGNlMC00OGJmLTg3MDgtZTYzZGMwMTBiYWM1XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",St. Elmo's Fire,1985,124,110,"A group of friends, just out of college, struggle with adulthood.",6.4,37803872
2147,0090848,"https://m.media-amazon.com/images/M/MV5BMWJiYWM1OTQtMmI0YS00YmJkLThmMWQtYTRkOTQ1MTVkZmVmXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg","Clan of the Cave Bear, The",1986,923,98,A young Cro-Magnon woman is raised by Neanderthals.,5.4,1953732
2148,0091223,"https://m.media-amazon.com/images/M/MV5BNjY3Y2VmNjEtOGY4YS00YTBhLTk1NzQtODA3ZDc5OTIxODI2XkEyXkFqcGc@._V1_QL75_UX190_CR0,7,190,281_.jpg",House,1986,69,93,A troubled writer moves into a haunted house after inheriting it from his aunt.,6.1,19444631
2149,0093220,"https://m.media-amazon.com/images/M/MV5BMzJiMjVlMGYtMzJhZS00OWEwLTg4MzQtNTE3NWEyNWRkNmQwXkEyXkFqcGc@._V1_QL75_UX190_CR0,7,190,281_.jpg",House II: The Second Story,1987,924,88,The new owner of a sinister house gets involved with reanimated corpses and demons searching for an ancient Aztec skull with magic powers.,5.4,7800000
2150,0080801,"https://m.media-amazon.com/images/M/MV5BMDUzNmJjOTEtMmNhZi00YTY1LTg0MTQtOTkwNjFkNjZjMDU5XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg","Gods Must Be Crazy, The",1980,925,109,"A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries.",7.3,30031783
2151,0097443,"https://m.media-amazon.com/images/M/MV5BNmViMTliY2EtZTg2YS00ZDQwLThiMTUtYWU1Yjg3ODkyZmE3XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg","Gods Must Be Crazy II, The",1989,925,98,"Six people meet in the Kalahari desert: a female NYC lawyer flying with a local zoologist/pilot in a mini-plane, a Cuban and an African soldier taking each other POW, a Boer elephant poacher, and a Bushman looking for his two children.",6.8,6291444
2152,0140796,"https://m.media-amazon.com/images/M/MV5BNjcxMzQ2NDM0NF5BMl5BanBnXkFtZTgwOTI4OTY4ODE@._V1_QL75_UX190_CR0,2,190,281_.jpg",Air Bud: Golden Receiver,1998,926,90,Story of a golden retriever who can play football.,4.5,10224116
2153,0118661,"https://m.media-amazon.com/images/M/MV5BZTA4ZmZlZWQtZDRlYS00ZWZhLTk0MzEtYjExMGIzMTBlZDNlXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Avengers, The",1998,442,89,Two British Agents team up to stop Sir August de Wynter from destroying the world with a weather-changing machine.,3.8,23384939
2154,0120703,"https://m.media-amazon.com/images/M/MV5BOTg5Yzk0NjItZTBkZS00NTc4LTgwZGMtYWU3YTYzNjZlYTEwXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",How Stella Got Her Groove Back,1998,927,124,"Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to Jamaica.",5.7,39278722
2155,0120831,"https://m.media-amazon.com/images/M/MV5BMDE4NWUxYmItNDQ0Ny00ZTkzLThiMTItNTJmNGFiOTI4NzY3XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Slums of Beverly Hills, The",1998,928,91,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",6.7,5502773
2156,0133413,"https://m.media-amazon.com/images/M/MV5BMjdiMmVhODgtYmZhZi00Y2E0LWFiNTgtMzY0M2IyNDM2Y2RjXkEyXkFqcGc@._V1_QL75_UY281_CR3,0,190,281_.jpg","Best Man, The (Testimone dello sposo, Il)",1998,929,101,"Incredibly, the bride at the altar falls in love with the best man on first sight, and even though he makes efforts to avoid her infatuation with him, she is determined to annul her marriage and marry the best man. And although she is able to dissolve her marriage, because she has never consummated it, the best man leaves... only to return to her many months later.",6.1,
2159,0099763,"https://m.media-amazon.com/images/M/MV5BOGJjMzI2MmQtZTJmYS00OGI0LWE2MDktYWJmNmU0NTMxMjJkXkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg",Henry: Portrait of a Serial Killer,1986,591,83,"Arriving in Chicago, Henry moves in with ex-con acquaintance Otis and starts schooling him in the ways of the serial killer.",7,609939
2160,0063522,"https://m.media-amazon.com/images/M/MV5BNDlhMDI3OTQtNTBkYy00NWQ5LWJmNWEtZGQwYzZlMTQ4MDI1XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Rosemary's Baby,1968,190,137,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",8,3288
2161,0088323,"https://m.media-amazon.com/images/M/MV5BMjVlZTVjYWItOGM3YS00NzQ5LTk3MmQtYTI3ZGU0ZGZhOWJjXkEyXkFqcGc@._V1_QL75_UX190_CR0,8,190,281_.jpg","NeverEnding Story, The",1984,241,102,A troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.,7.3,20288595
2162,0100240,"https://m.media-amazon.com/images/M/MV5BNzk4NmJkNzgtMDdiNy00OTJkLWE2ODItZGVhNTMzZmQ1NzdmXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","NeverEnding Story II: The Next Chapter, The",1990,408,89,A young boy with a distant father enters a world of make-believe and magic through a portal within an antique book.,5.1,17373527
2163,0080391,"https://m.media-amazon.com/images/M/MV5BMDE3Y2UxOWMtM2RkNC00ZjY1LTgyY2MtZDQwYzFhOWIxNDcxXkEyXkFqcGc@._V1_QL75_UX190_CR0,11,190,281_.jpg",Attack of the Killer Tomatoes!,1978,930,83,A group of scientists band together to save the world from mutated killer tomatoes.,4.6,
2164,0094077,"https://m.media-amazon.com/images/M/MV5BZTgxZWExOWEtYmJhZC00ODljLTlkYjMtYmMwZjFjYjYzN2JlXkEyXkFqcGc@._V1_QL75_UX190_CR0,8,190,281_.jpg",Surf Nazis Must Die,1987,931,83,"When the son of a gun-wielding woman is murdered by neo-Nazi surf punks in the post-apocalyptic future, his Mama hunts them down for some bloodthirsty revenge.",3.7,
2165,0119517,"https://m.media-amazon.com/images/M/MV5BNDgwNDVkZTUtMmQzYy00YjliLWI5ZjgtNWQ2M2YyZjU1NDA2XkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Your Friends and Neighbors,1998,760,100,Unhappy couples fall apart and hop into other beds with other people.,6.3,4714658
2166,0124595,"https://m.media-amazon.com/images/M/MV5BMmViZjg0MjktZjdmNi00NTAyLThmMjgtY2E1NGM0NjRmOGM2XkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Return to Paradise,1998,20,111,Two friends must choose whether to help a third friend who was arrested in Malaysia for drug possession.,6.9,8341087
2167,0120611,"https://m.media-amazon.com/images/M/MV5BNzAzMmY3OWMtNDgyMS00Y2U4LTlmM2UtY2YwMmM0MDI5ODJmXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Blade,1998,932,120,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.",7.1,131211897
2169,0118301,"https://m.media-amazon.com/images/M/MV5BY2M3ZTc0MjctN2RiZS00MmMwLTkwNjUtZDBjZGNiZWIzMTk0XkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg",Dead Man on Campus,1998,933,96,"Two college roommates go out and party, resulting in bad grades. They learn of the clause that says, ""If your roommate dies, you get an A,"" and decide to find someone who is on the verge, so to speak, to move in with them.",6,15064946
2170,0120901,"https://m.media-amazon.com/images/M/MV5BNzA1YzFlOTEtOTkzZC00MzE3LWFlYmEtYThmMzVmYjQ5ZjgxXkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg",Wrongfully Accused,1998,934,87,"Ryan Harrison is framed for murder and must prove himself innocent by finding a mysterious one-eyed, one-armed, one-legged man after escaping from a bus accident on the way to jail.",6.1,9623329
2171,0119778,"https://m.media-amazon.com/images/M/MV5BMTgyMDQ4MTQxNl5BMl5BanBnXkFtZTYwOTIwMzc4._V1_QL75_UX190_CR0,12,190,281_.jpg",Next Stop Wonderland,1998,935,104,"An unlucky in love nurse finds her life taking a detour when her mother places a personals ad in the paper, while on the other side of Boston, a plumber is trying to change careers.",6.5,3395581
2172,0120692,"https://m.media-amazon.com/images/M/MV5BZjFhNjRkZjktZDBlZS00MDA0LTlhNzYtZDg2M2Y4Y2QwMjJkXkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg","Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",1998,936,97,"In the 1960s, a group of friends at an all girls school learn that their school is going to be combined with a nearby all boys school. They concoct a plan to save their school while dealing with everyday problems along the way.",6.6,913834
2174,0094721,"https://m.media-amazon.com/images/M/MV5BYjkwNzVlNDEtMTJlNy00OTdlLTljYWItM2RkZmZkYzY3YjM2XkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Beetlejuice,1988,195,92,"The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.",7.5,74852535
2175,0119033,"https://m.media-amazon.com/images/M/MV5BMTg3OTk3NDAzNV5BMl5BanBnXkFtZTcwMTYyNjAyMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",Déjà Vu,1997,937,117,"L.A. shop owner Dana and Englishman Sean meet and fall in love at first sight, but Sean is married and Dana is to marry her business partner Alex.",6.7,1086181
2176,0040746,"https://m.media-amazon.com/images/M/MV5BMDM1YzdlZjAtZWFiZS00ZjYyLTgxYzctNzBiYmE0OWFiMGU1XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Rope,1948,531,80,Two men try to convince themselves they've committed the perfect murder by hosting a dinner party after strangling a former classmate to death.,7.9,10883
2177,0074512,"https://m.media-amazon.com/images/M/MV5BODExM2E0MGUtMzQ5MS00NDBhLTllZDMtYmMwM2MyYzY3Yzg4XkEyXkFqcGc@._V1_QL75_UY281_CR0,0,190,281_.jpg",Family Plot,1976,531,120,A phony psychic and her cab driver boyfriend encounter a pair of serial kidnappers while trailing a missing heir.,6.8,111
2178,0068611,"https://m.media-amazon.com/images/M/MV5BYWQ3OGZkYTgtZjVmZi00Yjg4LThkNjEtOTdjM2I4YTUwNmVhXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Frenzy,1972,531,116,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",7.4,4940
2179,0065112,"https://m.media-amazon.com/images/M/MV5BMDFlYTM5OGMtYzlmNy00NDgzLTk2NzAtZmNhNDUxYWQ1ZmIyXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Topaz,1969,531,143,"French Intelligence Agent Andre Devereaux becomes embroiled in Cold War politics, first by uncovering the events leading up to the 1962 Cuban Missile Crisis, and then breaking up an international Russian spy ring.",6.2,88
2180,0061107,"https://m.media-amazon.com/images/M/MV5BNTYwODI4NjcwOV5BMl5BanBnXkFtZTgwMzU0OTk5MTE@._V1_QL75_UX190_CR0,2,190,281_.jpg",Torn Curtain,1966,531,128,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to steal a formula before planning an escape back to the West.,6.6,613
2181,0058329,"https://m.media-amazon.com/images/M/MV5BMTIyMmJmOGUtODMzMy00NTUxLWJmZTQtMWQ4NWM1ZTg5MjZlXkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Marnie,1964,531,130,"Mark marries Marnie although she is a habitual thief and has serious psychological problems, and tries to help her confront and resolve them.",7.1,8211
2182,0051207,"https://m.media-amazon.com/images/M/MV5BZGZhZjlkN2MtYmE2Ni00YmRkLTkwNjMtNTFjMzFkZWNlYzg2XkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg","Wrong Man, The",1956,531,105,"In 1953, an innocent man named Christopher Emanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.",7.4,494
2183,0049470,"https://m.media-amazon.com/images/M/MV5BNDg1NzljZmMtMDU3OS00Y2E5LWE3OGEtMzM4ZjhjMmZmZTI5XkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg","Man Who Knew Too Much, The",1956,531,120,"An American doctor and his wife, a former singing star, witness a murder while vacationing in Morocco, and are drawn into a twisting plot of international intrigue when their young son is kidnapped.",7.4,10190
